account_id;customer_document_id;company_id;industry;measure_name;document_net_value_total;net_price_per_unit;quantity;position_item_quantity;net_value_total;product_id;service_id;supply_product_name;drafts_supply_product_name;supply_service_name;drafts_supply_service_name;drafts_description;supply_product_description;supply_product_category;supply_catalog_name;ean;supply_product_manufacturer;unit_type;document_created_at;record_type;product_name;is_pv_module;Reasoning;Confidence
0013V00000awKDpQAM;13213574;43169;Photovoltaik;Photovoltaik mit Speicher;43.374,5;115;35;;4.025;GiyxNR3WcAA;;ODER: Solar Fabrik 450W S4 Trend Full Black, Doppelglas, bifazial;Solar Fabrik 450W S4 Trend Full Black, Doppelglas, bifazial;;;"<div><div><b>Solar Fabrik Mono S4 Halfcut, Trend Full Black Glas/Glas</b></div><p>Die Solar Fabrik Solarmodule bestechen durch hohe Effizienz, Sicherheit und Zuverlässigkeit. Die Produktgarantie und die Leistungsgarantie belaufen sich auf großzügige 30 Jahre. Sie sind somit im hohen Bereich angesiedelt. </p><p>Die höhere Leistung je Modul kommt durch größere Zellen zustande und führt in der Anwendung auch zu etwas größeren Modulmaßen. </p></div><div><div><b>Modulhersteller Solar Fabrik</b></div><p>Das familiengeführte Unternehmen aus Deutschland besticht durch langjährige Erfahrung im Solarmarkt, Sicherheit und Zuverlässigkeit. Die optisch ansprechenden Module mit deutscher Garantie befinden sich im gehobenen Leistungsbereich.</p></div><div><br class=""Apple-interchange-newline"" /></div>";"<div><div><b>Solar Fabrik Mono S4 Halfcut, Trend Full Black Glas/Glas</b></div><p>Die Solar Fabrik Solarmodule bestechen durch hohe Effizienz, Sicherheit und Zuverlässigkeit. Die Produktgarantie und die Leistungsgarantie belaufen sich auf großzügige 30 Jahre. Sie sind somit im hohen Bereich angesiedelt. </p><p>Die höhere Leistung je Modul kommt durch größere Zellen zustande und führt in der Anwendung auch zu etwas größeren Modulmaßen. </p></div><div><div><b>Modulhersteller Solar Fabrik</b></div><p>Das familiengeführte Unternehmen aus Deutschland besticht durch langjährige Erfahrung im Solarmarkt, Sicherheit und Zuverlässigkeit. Die optisch ansprechenden Module mit deutscher Garantie befinden sich im gehobenen Leistungsbereich.</p></div><div><br class=""Apple-interchange-newline"" /></div>";Module;;;Solar Fabrik;Stk;Oktober 10, 2025, 09:49;product;ODER: Solar Fabrik 450W S4 Trend Full Black, Doppelglas, bifazial;1;Solar Fabrik Modul 450W, Glas/Glas, bifazial, Full Black — Einzelmodul mit Wp‑Angabe und Modultechnologie.;0.99
001Tq000004ECiAIAW;13235012;59837;Photovoltaik;Photovoltaik;18.321,18;92,17;35;;3.225,95;GGnJ4VSY8AA;;Glas-Glas Solarmodul von Solar Fabrik GmbH, Fullblack;Solar Fabrik Glas Glas Modul;;;"<div>
<div><span style=""font-size:12px;"">Lieferung eines Solar Moduls der Firma Solar Fabrik vom Typ Glas/Glas mit schwarzem Rahmen und je 450 Wp.</span></div><div><span style=""font-size:12px;"">kWp: 15,75</span></div><div><span style=""font-size: 12px;"">Prognostizierte kWh/a: 11.100 kWh/a</span></div><div><span style=""font-size: 12px;"">Prognostizierte kWh/a nach 30 Jahren: 8.800 kWh/a</span></div></div><div>

</div>";"<div>
<div><span style=""font-size:12px;"">Lieferung eines Solar Moduls der Firma Solar FAbrik GmbH vom Typ Glas/Glas in schwarzer Ausführung und je 445 Wp.</span></div><div><br /></div></div><div>

</div>";Module;;;;Stk;Oktober 13, 2025, 06:42;product;Glas-Glas Solarmodul von Solar Fabrik GmbH, Fullblack;1;Lieferung eines Glas/Glas Solarmoduls mit Nennleistung ~450 Wp (kWp-Angabe vorhanden).;0.96
001Tq000003jHW1IAM;9637614;58726;Elektrotechnik;Elektrohandwerk;14.707,05;116,38;36;;4.189,68;GEaDgz7ZIAA;;TRINA SOLAR ;LUXOR SOLAR;;;"<div>
<!--StartFragment--><div>Luxor&nbsp;ECO LINE N-TYPE HJT
Glas-Glas Bifacial 440W — Bifacial, EVO2</div></div>";<div>TSM-440NEG9R.28 VERTEX S+</div><div>oder vergleichbares</div>;;;;;Stk;Februar 26, 2025, 22:33;product;TRINA SOLAR ;1;N-TYPE / HJT / Glas-Glas Bifacial 440W (TSM-440...), klar als PV-Modul beschrieben.;0.97
001Tq00000AgtK6IAJ;11507758;65227;Photovoltaik;Photovoltaik Balkonkraftwerk;1.024,7;122,15;2;;244,3;GS77Ch2usAA;;VIESSMANN Vitovolt 300-DG M445 AO blackframe;Jolywood bifazial 500W;;;<p>Full-Black Doppelglas Modul mit 500Wp</p><p>Abmaße in mm: 1960x1134x30<br>Gewicht: 27,3 kg</p>;<p>Hochwertiges PV-Modul mit modernster TOPCon-Technologie in Glas/Glas-Bauweise</p><ul><li>Leistung 445W</li><li>100% Plussortierung +0 bis +5W</li><li>25 Jahre Produktgarantie durch Hersteller</li><li>30 Jahre Leistungsgarantie durch Hersteller</li></ul><p>Abmaße in mm: 1762x1134x30</p><p><br /></p>;;;4067764443821.0;;Stk;Juni 30, 2025, 13:27;product;VIESSMANN Vitovolt 300-DG M445 AO blackframe;1;Vitovolt M445, TOPCon Glas/Glas Modul mit 445W – typisches PV-Modul.;0.98
0013V00000UhTXtQAN;10048236;34828;Photovoltaik;Photovoltaik mit Speicher;20.178,82;1,25;7,04;153;1.346,4;271093;271093.0;;;SOLARWATT Panel vision M 5.0 (445 Wp) black;SOLARWATT Panel vision M 5.0 (440 Wp) black;"<div>
30 Jahre Produkt-Garantie<br /></div><div>
30 Jahre Leistungs-Garantie
auf 90% Nennleistung gemäß Garantiebedingungen für
SOLARWATT Panel vision<br /><br /></div><div>
Produkteigenschaften:<br />• Leistung: 440Wp <br />• bifaziale TOPCon Halbzellen<br />• ammoniakbeständig
<br />• salznebelbeständig
<br />• großhagelbeständig

</div><div><br />

</div><div><br />

</div>";;;;;;;März 25, 2025, 05:56;service_wagegroup;;1;Beschrieben als SOLARWATT Panel 440–445 Wp, bifaziale TOPCon Halbzellen – obwohl als service_wagegroup gelistet, handelt es sich um ein PV-Modul.;0.85
001Tq00000949ynIAA;12291803;64769;Photovoltaik;Kontakt;9.525;4;650;;2.600;GL2adsorEAA;;Trina Vertex S + TSM-450NEG9R.28 - oder gleichwertig;Astronergy 235 watt Module Silver MC4 CHSM6610P-235;;;"
<p>gebrauchte Module ohne Garantie
 getestet und zum Gebrauch geeignet</p>";"<div>
<p>Produktvorteile:<br /></p></div><div><p>- Hochleistungs-Solarzellen</p><p>- 30 Jahre Leistungsgarantie und 25 Jahre Produktgarantie</p><p>Produkteigenschaften:</p><p>- Leistung: 450 Wp</p><p>- Zellart: monokristallin</p><p>- Farbe Rahmen: schwarz</p><p>- Systemspannung: 1500 V</p><p>- Abmessungen: 1134 x 30 x 1762 mm (BxHxL)</p><p>- Oberflächenbelastbarkeit: 5400 Pa (Schnee) / 4000 Pa (Wind)</p></div>";Solarmodule;;;Trina Solar;Stk;August 18, 2025, 06:16;product;Trina Vertex S + TSM-450NEG9R.28 - oder gleichwertig;1;Trina Vertex / TSM-450NEG9R.28, 450 Wp, monokristallines Solarmodul (Kategorie: Solarmodule).;0.97
001Tq000004ECiAIAW;11501507;59837;Photovoltaik;Photovoltaik;15.843,81;96,07;23;;2.209,61;GVV0KxQPQAA;;Solar Fabrik Glas Glas Modul;Solar Fabrik Glas Glas Modul;;;"<div><span style=""font-size: 12px;"">Lieferung eines Solar Moduls der Firma
Solar Fabrik vom Typ Glas/Glas mit
schwarzem Rahmen und je 445 Wp.</span></div>";"<div><span style=""font-size:12px;"">Lieferung eines Solar Moduls der Firma
Solar Fabrik vom Typ Glas/Glas mit
schwarzem Rahmen und je 450 Wp.</span></div>";;;;;Stk;Juni 30, 2025, 10:27;product;Solar Fabrik Glas Glas Modul;1;Solar Fabrik Glas/Glas Modul mit 445–450 Wp angegeben – eindeutiges PV-Modul.;0.96
0013V00000awKDpQAM;10800636;43169;Photovoltaik;Photovoltaik mit Speicher;2.750;110;5;;550;GiJCyOBWsAA;;Solar Fabrik 450 W S4 Trend White, bifazial, Glas/Glas;Solar Fabrik 450 W S4 Trend White, bifazial, Glas/Glas;;;<div><br /></div><div><div><b>Solar Fabrik Mono S4 Halfcut, Trend White</b></div><p>Die Solar Fabrik Solarmodule bestechen durch hohe Effizienz, Sicherheit und Zuverlässigkeit. Die Produktgarantie und die Leistungsgarantie belaufen sich auf großzügige 30 Jahre. Sie sind somit im hohen Bereich angesiedelt. Die höhere Leistung je Modul kommt durch größere Zellen zustande und führt in der Anwendung auch zu etwas größeren Modulmaßen. Je nach Einsatzzweck können also Montage oder BOS Kosten weiter reduziert werden. Mit der S4 Serie bauen wir unser Produktportfolio weiter aus.</p></div><div><br /></div>;<div><br /></div><div><div><b>Solar Fabrik Mono S4 Halfcut, Trend White</b></div><p>Die Solar Fabrik Solarmodule bestechen durch hohe Effizienz, Sicherheit und Zuverlässigkeit. Die Produktgarantie und die Leistungsgarantie belaufen sich auf großzügige 30 Jahre. Sie sind somit im hohen Bereich angesiedelt. Die höhere Leistung je Modul kommt durch größere Zellen zustande und führt in der Anwendung auch zu etwas größeren Modulmaßen. Je nach Einsatzzweck können also Montage oder BOS Kosten weiter reduziert werden. Mit der S4 Serie bauen wir unser Produktportfolio weiter aus.</p></div><div><br /></div>;Module;Eigene Artikel;;Solar Fabrik;Stk;Mai 14, 2025, 11:23;product;Solar Fabrik 450 W S4 Trend White, bifazial, Glas/Glas;1;Solar Fabrik S4 Halfcut, 450 Wp, Glas/Glas bifazial – klassisches PV-Modul.;0.98
001Tq00000QckIzIAJ;12427848;80756;Photovoltaik;Photovoltaik;2.130;1.950;1;;1.950;GpsSRsnQoAA;;Balkonkraftwerk mit 2.0kWp und 2.7kWh Speicher (Anker3);Balkonkraftwerk mit 2.000Wp und 2.700kWh Speicher (Material);;;"<div>
<div><div> </div></div></div><div><span style=""font-size:10px;""><b>Anker SOLIX Solarbank 3 E2700 Pro 2,688kWh Speicher inkl. Smart Meter únd 4 x 500W Modul</b></span><b style=""font-size:12px;""><br></b></div><div><b style=""font-size:12px;""><br></b></div><div><b style=""font-size:12px;""><span style=""font-size:10px;"">Bestehend aus:</span></b></div><div><div><b><span style=""font-size:10px;"">1 x Anker E2700Pro</span><span style=""font-size:12px;""><br></span></b></div><ul><li><span style=""font-size:10px;"">2,668kWh AIO Speichersystem für Balkonkraftwerke</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Integrierter 800W-Wechselrichter</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Auf bis zu 16kWh erweiterbar</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">4 Solarmodule anschließbar (8 Solarmodule mit Y-Verbinder)</span></li><li><span style=""font-size:10px;"">Ausgangsleistung: max. 1000 W</span></li></ul><p><span style=""font-size:10px;""><b>1 x Anker Smart Meter</b></span></p><ul><li><span style=""font-size:10px;"">Kompatibel mit Solarbank 3 E2700 Pro</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Überwachung des Stromverbrauchs in Echtzeit</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">1-Watt-Anpassung für bedarfsgesteuerte Entladung des Speichers</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Verbindung zum Stromzähler über WLAN, Bluetooth oder RS-485&nbsp;</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Installation auf der Hutschiene</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Überwachung des Stromverbrauchs mit Datenvisualisierung in der App</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">2 jährige Herstellergarantie</span><br style=""margin:0px;""></li></ul><p><span style=""font-size:12px;""><b><span style=""font-size:10px;"">4 x Ulica Solarmodul UL-500M-120BDGN / 500W oder vergleichbar</span><br></b></span><span style=""font-size:10px;"">Das bifaziale Design des Glas/Glas Moduls nutzt beide Seiten zur Energieerzeugung und maximiert so die Energieausbeute.</span></p></div><div><div><p><span style=""font-size:10px;""><b>Technische Details:</b></span></p></div></div><div><div><ul><li><span style=""font-size:10px;"">Solarmodul mit einer Nennleistung von 500 Watt</span></li><li><span style=""font-size:10px;"">22.59%&nbsp;</span><span style=""font-size:10px;"">Wirkungsgrad</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Schneelasten: 5400 Pa</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Windlast: 2400 Pa</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Abmessungen: 1952 mm (L) x 1134 mm (B) x 30 mm (H)</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Gewicht: 26.2 kg</span><span style=""font-size:12px;""><br></span></li><li><span style=""font-size:10px;"">Garantie: 30 Jahre</span><span style=""font-size:12px;""><br></span></li></ul><p><span style=""font-size:10px;""><b>1x Unterkonstruktion</b></span></p><ul><li><span style=""font-size:10px;"">Montagesystem von Verniprens</span><span style=""font-size:12px;""><br></span></li><li>Betonhalter 10-40° für Solarpanel 5x</li></ul></div></div>";"<div>
<div><div> </div></div></div><div><span style=""font-size:10px;""><b>Anker SOLIX Solarbank 3 E2700 Pro 2,688kWh Speicher inkl. Smart Meter únd 4 x 500W Modul</b></span><b style=""font-size:12px;""><br /></b></div><div><b style=""font-size:12px;""><br /></b></div><div><b style=""font-size:12px;""><span style=""font-size:10px;"">Bestehend aus:</span></b></div><div><div><b><span style=""font-size:10px;"">1 x Anker E2700Pro</span><span style=""font-size:12px;""><br /></span></b></div><ul><li><span style=""font-size:10px;"">2,668kWh AIO Speichersystem für Balkonkraftwerke</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Integrierter 800W-Wechselrichter</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Auf bis zu 16kWh erweiterbar</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">4 Solarmodule anschließbar (8 Solarmodule mit Y-Verbinder)</span></li><li><span style=""font-size:10px;"">Ausgangsleistung: max. 1000 W</span></li></ul><p><span style=""font-size:10px;""><b>1 x Anker Smart Meter</b></span></p><ul><li><span style=""font-size:10px;"">Kompatibel mit Solarbank 3 E2700 Pro</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Überwachung des Stromverbrauchs in Echtzeit</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">1-Watt-Anpassung für bedarfsgesteuerte Entladung des Speichers</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Verbindung zum Stromzähler über WLAN, Bluetooth oder RS-485 </span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Installation auf der Hutschiene</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Überwachung des Stromverbrauchs mit Datenvisualisierung in der App</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">2 jährige Herstellergarantie</span><br style=""margin:0px;"" /></li></ul><p><span style=""font-size:12px;""><b><span style=""font-size:10px;"">4 x Ulica Solarmodul UL-500M-120BDGN / 500W oder vergleichbar</span><br /></b></span><span style=""font-size:10px;"">Das bifaziale Design des Glas/Glas Moduls nutzt beide Seiten zur Energieerzeugung und maximiert so die Energieausbeute.</span></p></div><div><div><p><span style=""font-size:10px;""><b>Technische Details:</b></span></p></div></div><div><div><ul><li><span style=""font-size:10px;"">Solarmodul mit einer Nennleistung von 500 Watt</span></li><li><span style=""font-size:10px;"">22.59% </span><span style=""font-size:10px;"">Wirkungsgrad</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Schneelasten: 5400 Pa</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Windlast: 2400 Pa</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Abmessungen: 1952 mm (L) x 1134 mm (B) x 30 mm (H)</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Gewicht: 26.2 kg</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Garantie: 30 Jahre</span><span style=""font-size:12px;""><br /></span></li></ul><p><span style=""font-size:10px;""><b>1x Unterkonstruktion</b></span></p><ul><li><span style=""font-size:10px;"">Montagesystem von Schletter, Vernisol oder vergleichbar.</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">ausgelegt auf die individuelle Dachkonstruktion</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">langlebiges Aluminium- / Edelstahlgestell oder Betonsteine</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">Zertifiziert für 50 Jahre Nutzungsdauer</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">inkl. aller Aluminiumprofile, Klemmen, Edelstahlschrauben</span><span style=""font-size:12px;""><br /></span></li><li><span style=""font-size:10px;"">inkl. normgerechter Montage und normgerechter Unterkonstruktion</span><br /></li></ul></div></div>";;;;;Stk;August 26, 2025, 09:00;product;Balkonkraftwerk mit 2.0kWp und 2.7kWh Speicher (Anker3);1;Komplettes Balkonkraftwerk-Set (2.0 kWp) inklusive 4×500W Solarmodule und Speicher – PV-System (Stromerzeugungs-Einheit).;0.99
0013V00000irYvTQAU;9649424;53175;Photovoltaik;Photovoltaik;22.164,82;91;24;;2.184;GZTqk_tecAA;;Heckert Solarmodul NeMo 80M 4.2 Black edition 80 M MC4 400;Heckert Solarmodul NeMo 80M 4.2 Black edition 80 M MC4 400;;;<div><ul><li>Nennleistung 400 Wp</li><li>Monokristallines G12-Halbzellen-Solarmodul, 80-zellig</li><li>schwarzer Rahmen, schwarzes Backsheet, Modulrückseite weiß</li><li>Plussortiert 0/+4,99 Wp</li><li>2-Kabellösung für optimale Kombinierbarkeit und Flexibilität</li><li>MC4 Steckverbinder: Konformer Anschluss von Leistungsoptimierern möglich</li><li>25 Jahre Leistungsgewährleistung</li><li>15 Jahre Produktgarantie</li><li>Made in Germany</li></ul></div>;<div><ul><li>Nennleistung 400 Wp</li><li>Monokristallines G12-Halbzellen-Solarmodul, 80-zellig</li><li>schwarzer Rahmen, schwarzes Backsheet, Modulrückseite weiß</li><li>Plussortiert 0/+4,99 Wp</li><li>2-Kabellösung für optimale Kombinierbarkeit und Flexibilität</li><li>MC4 Steckverbinder</li><li>25 Jahre Leistungsgewährleistung</li><li>15 Jahre Produktgarantie</li><li>Made in Germany</li></ul></div>;Nachhaltige Energiesysteme;;;;Stk;Februar 27, 2025, 11:56;product;Heckert Solarmodul NeMo 80M 4.2 Black edition 80 M MC4 400;1;Heckert NeMo 80M, Nennleistung 400 Wp, monokristallines G12 Halbzellen-Modul – eindeutiges PV-Modul.;0.98
0013V00000irkLOQAY;12059328;53653;Photovoltaik;Projekt;16.748,2;290;12;;3.480;GmEQlP4B4AA;;Aiko Neostar 3S+ Glas/Glas Modul 475 Wp ;Aiko Neostar 3S+ Glas/Glas Modul 470Wp ;;;"<div>
<ul><li>Einzigartige Technologie zur Abschaltung einzelner Zellen: Bei Verschattungen wird der Stromfluss optimiert, indem nur die betroffenen Zellen deaktiviert werden, was Leistungsverluste auf nur 1,85 % reduziert </li><li>Maximale Leistung: 470 W</li><li>Modulwirkungsgrad: 23,5 %</li><li>Lineare Leistungsgarantie von 30 Jahren</li><li>Attraktives Design: Vollständig schwarzes Design (Full-Black)</li></ul><p><img src=""https://login.hero-software.de/files/img/n18cbmqxh40kk0s0"" alt=""Poster Aiko 3+ (594 x 600 mm) (594 x 1000 mm).png"" /><br /></p></div><div>

</div>";"<ul>
  <li>Einzigartige Technologie zur Abschaltung einzelner Zellen: Bei Verschattungen wird der Stromfluss optimiert, indem nur die betroffenen Zellen deaktiviert werden, was Leistungsverluste auf nur 1,85 % reduziert </li>
  <li>Maximale Leistung: 475 W</li>
  <li>Modulwirkungsgrad: 23,5 %</li>
  <li>Lineare Leistungsgarantie von 30 Jahren</li>
  <li>Attraktives Design: Vollständig schwarzes Design (Full-Black)</li>
</ul>

<div style=""margin-left:1mm;margin-top:-1mm;padding:0;max-width:300%;"">

 <img src=""https://login.hero-software.de/files/img/1sxwg1o62juskkocs"" alt=""NEW_CI_AIKO.png"" style=""margin-top:1mm;margin-left:-28%;max-width:175%;"" />
</div>
";Photovoltaik Module;;;AIKO;Modul(e);Juli 31, 2025, 20:29;product;Aiko Neostar 3S+ Glas/Glas Modul 475 Wp ;1;Einzelmodul Glas-Glas, 475 Wp, Full-Black (klarer PV-Modultyp);0.99
0013V00000e4p5XQAQ;10794030;46553;Photovoltaik;Photovoltaik;26.023,87;188,75;25;;4.718,75;FwCcRGqL4AA;;Solar Fabrik 420 W S4 Innovation Powerline N Glas/Glas;Solar Fabrik 420 W S4 Innovation Powerline N Glas/Glas;;;"<div>Nennleistung: 420 Watt
<br />Wirkungsgrad: 21,5 %
<br />30 Jahre Produkt &amp; Leistungsgarantie<br />Leerlaufspannung: 38,48 V
Kurzschlussstrom: 13,78 A
<br />Maximale Systemspannung: 1.500 V
Rückstrombelastbarkeit: 30 A 
Modulrahmen: Schwarz
<br />Maß: 1.722 x 1.134 x 30 mm<br />Gewicht: 23,7 kg
<br />Stecker / Buchse: MC4 kompatibel<br />Länge Anschlusskabel: 1,2 m
Leistungstemperaturkoeffizient: -0,30 % / °C
Schneelast: 5400 Pa</div>";"<div>Nennleistung: 420 Watt
<br />Wirkungsgrad: 21,5 %
<br />30 Jahre Produkt &amp; Leistungsgarantie<br />Leerlaufspannung: 38,48 V
Kurzschlussstrom: 13,78 A
<br />Maximale Systemspannung: 1.500 V
Rückstrombelastbarkeit: 30 A 
Modulrahmen: Schwarz
<br />Maß: 1.722 x 1.134 x 30 mm<br />Gewicht: 23,7 kg
<br />Stecker / Buchse: MC4 kompatibel<br />Länge Anschlusskabel: 1,2 m
Leistungstemperaturkoeffizient: -0,30 % / °C
Schneelast: 5400 Pa</div>";Module;Eigene Artikel;;Solar Fabrik;Stk;Mai 14, 2025, 08:21;product;Solar Fabrik 420 W S4 Innovation Powerline N Glas/Glas;1;Einzelmodul 420 Wp, Glas/Glas – typisches PV-Modul;0.99
0013V00000LLLtfQAH;11365902;22386;Photovoltaik;Kontakt;16.324,86;82;32;;2.624;GijHPSxNgAA;;TRINA Photovoltaikmodul Glas-Glas 455Wp Black/White 1762x1134x30mm;JA-Solar Photovoltaikmodul Black Frame 455Wp Glas-Glas / Bifazial 1762x1134x30mm;;;;;Handwerkzeuge - Energieverteilsysteme/Schaltanlagen;;;;STK;Juni 22, 2025, 07:27;product;TRINA Photovoltaikmodul Glas-Glas 455Wp Black/White 1762x1134x30mm;1;Photovoltaikmodul, 455 Wp Glas-Glas (produkterkennung trotz abweichender Drafts-Bezeichnung);0.98
0013V00000ezJpHQAU;8984094;50160;Elektrotechnik;Elektrohandwerk;7.657,42;71,7;14,24;2,2;2.246,22;F1e_2vVw0AA;148789.0; PV-Modul Longi HI-MO5m, LR5-54HIB, 405W, (B/B); PV-Modul Longi HI-MO5m, LR5-54HIB, 405W, (B/B);Lieferung und Anschließen von PV-Modulen;Lieferung und Anschließen von PV-Modulen;<div><div><div><div><p>405Wp -0/+5W, monokristalline Halb-Zellen, PID Resistenz, schwarzer Aluminiumrahmen, schwarze Rückseitenfolie,<br />MC4-EVO2 Stecker, 1722x1134x30mm, 21,5kg Longi Produktgarantie: 12 Jahre</p><p>Longi Leistungsgarantie: 25 Jahre Made in China</p></div></div></div></div>;<div><div><div><div><p>405Wp -0/+5W, monokristalline Halb-Zellen, PID Resistenz, schwarzer Aluminiumrahmen, schwarze Rückseitenfolie,<br />MC4-EVO2 Stecker, 1722x1134x30mm, 21,5kg Longi Produktgarantie: 12 Jahre</p><p>Longi Leistungsgarantie: 25 Jahre Made in China</p></div></div></div></div>;;;;;Stk;Januar 16, 2025, 14:17;service_product; PV-Modul Longi HI-MO5m, LR5-54HIB, 405W, (B/B);1;"Enthält ein Longi PV-Modul 405 Wp; Position ist kombiniert (Lieferung/Anschließen), Produktzweck ist Stromerzeugung";0.9
0013V00000irocuQAA;10615351;54744;Elektrotechnik;Energietechnik;23.531,39;79,75;48;;3.828;GNkWvNHa0AA;;Photovoltaikmodul;Photovoltaikmodul;;;<p>Trina Vertex S+ 450W</p><p>- Modulleistung: 450Wp</p><p>- Solarzellen: N-Typ i-TOPCon Modul </p><p>- Modulmaße: 1762x1134x30mm </p><p>- Doppelglas </p><p>- 5400Pa Schneelast </p><p>- 4000Pa Windlast </p><p>- 25 Jahre Produktgarantie </p><p>- 30 Jahre Leistungsgaranti </p><p>- N-Typ Technologie mit 1% Degradation im ersten Jahr und 0,4% in den Jahren 2-30 </p>;<p>Trina Vertex S+ 450W</p><p>- Modulleistung: 450Wp</p><p>- Solarzellen: N-Typ i-TOPCon Modul </p><p>- Modulmaße: 1762x1134x30mm </p><p>- Doppelglas </p><p>- 5400Pa Schneelast </p><p>- 4000Pa Windlast </p><p>- 25 Jahre Produktgarantie </p><p>- 30 Jahre Leistungsgaranti </p><p>- N-Typ Technologie mit 1% Degradation im ersten Jahr und 0,4% in den Jahren 2-30 </p>;;;;;Stk;Mai 2, 2025, 06:13;product;Photovoltaikmodul;1;Einzelmodul Trina Vertex S+ 450Wp, N‑Type i‑TOPCon Technologie, Doppelglas — klare Modulbeschreibung (Wp angegeben).;0.99
0013V00000PFpRGQA1;10003285;25649;Sanitär, Heizung & Klima;Kontakt;966,8;4,81;2;;9,62;FEedqwupoAA;;"Übergangsstück Sanpress/Profipress 22mm x  3/4""AG, Rotguss,m.Pressanschluss";"Übergangsstück Sanpress/Profipress 22mm x  3/4""AG, Rotguss,m.Pressanschluss";;;;;;;;;Stk;März 21, 2025, 07:44;product;"Übergangsstück Sanpress/Profipress 22mm x  3/4""AG, Rotguss,m.Pressanschluss";0;Sanitär-Übergangsstück (Fitting), kein PV-Modul;0.99
001Tq000004lJmbIAE;10024399;59129;Sanitär, Heizung & Klima;Kontakt;1.228,8;285,5;1;;285,5;Gfbm78yQwAA;;Durchlauferhitzer Stiebel Eltron DHB 18/21/24 ST Trend Wandmontage Druckfest Elektronisch;Durchlauferhitzer Stiebel Eltron DHB 18/21/24 ST Trend Wandmontage Druckfest Elektronisch;;;;;;;;;Stk;März 23, 2025, 23:24;product;Durchlauferhitzer Stiebel Eltron DHB 18/21/24 ST Trend Wandmontage Druckfest Elektronisch;0;Elektronischer Durchlauferhitzer (Haushaltsgerät), kein PV-Modul;0.99
0013V00000awKDpQAM;10036171;43169;Photovoltaik;Photovoltaik mit Speicher;28.804;30;1;;30;GhvQodg0sAA;;Maschineneinsatzpauschale Bohrhammer (inkl. Bohrer);Maschineneinsatzpauschale Bohrhammer;;;;;;;;;Tag(e);März 24, 2025, 11:40;product;Maschineneinsatzpauschale Bohrhammer (inkl. Bohrer);0;Maschineneinsatzpauschale / Serviceleistung, kein Produkt zur Stromerzeugung;0.99
0013V00000LKZv2QAH;10040642;19223;Sanitär, Heizung & Klima;Heizung;6.864,79;4,24;2;;8,48;E1ssmTIm8AA;;"Hahnverlaengerung  1/2"" x  20mm  DVGW Rotguss  m.konischem AG u.zylindr.IG";"Hahnverlaengerung  1/2"" x  20mm  DVGW Rotguss  m.konischem AG u.zylindr.IG";;;;;;;;;Stk;März 24, 2025, 13:53;product;"Hahnverlaengerung  1/2"" x  20mm  DVGW Rotguss  m.konischem AG u.zylindr.IG";0;Sanitärteil (Hahnverlängerung), kein PV-Modul;0.99
